#<time_stamp>;<sys_call>;<arguments;>
1400716044.24;open;3;0;0;0;/mnt/flash/test.db
1400716044.34;read;3;0;100;/mnt/flash/test.db
1400716044.52;read;3;100;1024;/mnt/flash/test.db
1400716044.63;read;3;1124;16;/mnt/flash/test.db
1400716044.74;read;3;1140;1024;/mnt/flash/test.db
1400716044.85;read;3;2164;1024;/mnt/flash/test.db
1400716044.97;open;4;0;0;0;/mnt/flash/test.db-journal
1400716045.38;write;4;0;512;/mnt/flash/test.db-journal
1400716045.48;write;4;512;4;/mnt/flash/test.db-journal
1400716045.58;write;4;516;1024;/mnt/flash/test.db-journal
1400716045.68;write;4;1540;4;/mnt/flash/test.db-journal
1400716045.78;write;4;1544;4;/mnt/flash/test.db-journal
1400716045.88;write;4;1548;1024;/mnt/flash/test.db-journal
1400716045.98;write;4;2572;4;/mnt/flash/test.db-journal
1400716046.12;read;4;0;0;/mnt/flash/test.db-journal
1400716046.22;open;6;0;0;0;/mnt/flash
1400716046.37;close;6;/mnt/flash
1400716046.47;write;4;2576;12;/mnt/flash/test.db-journal
1400716046.57;write;3;0;1024;/mnt/flash/test.db
1400716046.72;write;3;1024;1024;/mnt/flash/test.db
1400716046.82;write;3;2048;1024;/mnt/flash/test.db
1400716046.97;write;3;3072;1024;/mnt/flash/test.db
1400716047.12;write;3;4096;1024;/mnt/flash/test.db
1400716047.22;write;3;5120;1024;/mnt/flash/test.db
1400716047.32;write;3;6144;1024;/mnt/flash/test.db
1400716047.42;write;3;7168;1024;/mnt/flash/test.db
1400716047.54;write;3;8192;1024;/mnt/flash/test.db
1400716047.65;write;3;9216;1024;/mnt/flash/test.db
1400716047.77;write;3;10240;1024;/mnt/flash/test.db
1400716047.89;write;3;11264;1024;/mnt/flash/test.db
1400716048.0;write;3;12288;1024;/mnt/flash/test.db
1400716048.12;write;3;13312;1024;/mnt/flash/test.db
1400716048.23;write;3;14336;1024;/mnt/flash/test.db
1400716048.33;write;3;15360;1024;/mnt/flash/test.db
1400716048.43;write;3;16384;1024;/mnt/flash/test.db
1400716048.53;write;3;17408;1024;/mnt/flash/test.db
1400716048.63;write;3;18432;1024;/mnt/flash/test.db
1400716048.73;write;3;19456;1024;/mnt/flash/test.db
1400716048.83;write;3;20480;1024;/mnt/flash/test.db
1400716048.93;write;3;21504;1024;/mnt/flash/test.db
1400716049.03;close;4;/mnt/flash/test.db-journal
1400716049.14;read;3;3188;16;/mnt/flash/test.db
1400716049.29;open;4;0;0;0;/mnt/flash/test.db-journal
1400716049.39;write;4;2588;512;/mnt/flash/test.db-journal
1400716049.49;write;4;3100;4;/mnt/flash/test.db-journal
1400716049.59;write;4;3104;1024;/mnt/flash/test.db-journal
1400716049.69;write;4;4128;4;/mnt/flash/test.db-journal
1400716049.79;write;4;4132;4;/mnt/flash/test.db-journal
1400716049.89;write;4;4136;1024;/mnt/flash/test.db-journal
1400716049.99;write;4;5160;4;/mnt/flash/test.db-journal
