# MTD Statistics
# ==============
# operation;address (page index for R/W, bloc for E);time taken;energy mem;energy cpu
mtd_write;50116;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read_hit;51136;0;0;0;jffs2_gc
mtd_write;50117;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50118;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50119;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50120;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50121;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50122;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50123;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50124;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50125;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50126;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50127;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50128;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50129;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read_hit;51136;0;0;0;jffs2_gc
mtd_write;50130;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50131;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50132;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50133;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50134;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50135;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50136;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50137;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50138;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read_hit;51136;0;0;0;jffs2_gc
mtd_write;50139;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50140;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50141;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50142;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50143;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50144;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50145;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50146;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50147;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50148;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50149;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read_hit;51136;0;0;0;jffs2_gc
mtd_read;51137;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50150;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50151;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50152;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50153;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50154;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50155;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50156;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50157;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50158;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50159;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50160;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50161;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50162;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read;51158;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51159;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51160;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50163;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50164;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50165;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50166;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50167;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50168;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50169;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50170;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50171;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50172;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50173;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50174;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50175;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read;51162;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51163;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51164;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50048;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50049;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50050;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50051;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50052;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50053;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50054;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50055;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50056;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50057;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50058;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50059;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50060;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read;51168;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51169;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51170;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50061;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50062;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50063;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50064;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50065;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50066;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50067;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50068;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50069;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50070;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50071;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50072;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read;51172;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51173;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51174;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50073;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50074;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50075;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50076;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50077;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50078;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50079;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50080;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50081;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50082;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50083;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50084;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50085;411.5;7.03665e-05;0.000186409;jffs2_sync
mtd_read;51178;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51179;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_read;51180;183;3.111e-05;8.7474e-05;jffs2_gc
mtd_write;50086;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50087;411.5;7.03665e-05;0.000186409;jffs2_gc
mtd_write;50088;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50089;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50090;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50091;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50092;411.5;7.03665e-05;0.000186409;jffs2_write_end
mtd_write;50093;411.5;7.03665e-05;0.000186409;jffs2_write_end
