0.0;create;2;10
1000.0;create;3;10
2000.0;create;4;10
3000.1;open;3;0;0;0
3000.2;write;3;0;3072
3000.3;close;3
3000.4;reset_stats
4000.1;open;2;0;0;0
4000.2;write;2;0;2065408
4000.3;close;2
4000.4;reset_stats
5000.1;open;4;0;0;0
5000.3;close;4
5000.4;reset_stats
1000000.0;open;2;0;0;0
1000309.99994;read;2;0;100
1001640.0001;read;2;0;1024
1002600.00014;read;2;24;16
1003299.99995;read;2;1024;1024
1003650.0001;open;3;0;0;0
1004450.00005;write;3;0;512
1004690.00006;write;3;512;4
1004900.0001;write;3;516;1024
1005130.00011;write;3;1540;4
1005350.00014;write;3;1544;4
1005559.99994;write;3;1548;1024
1005789.99996;write;3;2572;4
1006450.00005;open;4;0;0;0
1006690.00006;close;4
1006890.0001;write;3;0;12
1007240.00001;write;2;0;1024
1007450.00005;write;2;1024;1024
1007660.00009;write;2;2048;1024
1007880.00011;write;2;3072;1024
1008110.00013;write;2;4096;1024
1008329.99992;write;2;5120;1024
1008589.99991;write;2;6144;1024
1008789.99996;write;2;7168;1024
1009019.99998;write;2;8192;1024
1009250.0;write;2;9216;1024
1009500.0;write;2;10240;1024
1009750.0;write;2;11264;1024
1010000.0;write;2;12288;1024
1010210.00004;write;2;13312;1024
1010410.00009;write;2;14336;1024
1010620.00012;write;2;15360;1024
1010880.00011;write;2;16384;1024
1011110.00013;write;2;17408;1024
1011329.99992;write;2;18432;1024
1011569.99993;write;2;19456;1024
1011799.99995;write;2;20480;1024
1012039.99996;write;2;21504;1024
1012259.99999;close;3
1013460.00004;read;2;24;16
1014279.99997;open;3;0;0;0
1014789.99996;write;3;0;512
1015000.0;write;3;512;4
1015240.00001;write;3;516;1024
1015500.0;write;3;1540;4
1015700.00005;write;3;1544;4
1015900.0001;write;3;1548;1024
1016140.0001;write;3;2572;4
1016930.00007;open;4;0;0;0
1017130.00011;close;4
1017329.99992;write;3;0;12
1017660.00009;write;2;0;1024
1017900.0001;write;2;1024;1024
1018130.00011;write;2;22528;1024
1018360.00013;write;2;23552;1024
1018600.00014;write;2;24576;1024
1018799.99995;write;2;25600;1024
1019000.0;write;2;26624;1024
1019210.00004;write;2;27648;1024
1019410.00009;write;2;28672;1024
1019660.00009;write;2;29696;1024
1019960.00004;write;2;30720;1024
1020170.00008;write;2;31744;1024
1020370.00012;write;2;32768;1024
1020569.99993;write;2;33792;1024
1020829.99992;write;2;34816;1024
1021029.99997;write;2;35840;1024
1021240.00001;write;2;36864;1024
1021519.99998;write;2;37888;1024
1021750.0;write;2;38912;1024
1021960.00004;write;2;39936;1024
1022210.00004;write;2;40960;1024
1022410.00009;write;2;41984;1024
1022700.00005;close;3
1023890.0001;read;2;24;16
1024620.00012;open;3;0;0;0
1025120.00012;write;3;0;512
1025319.99993;write;3;512;4
1025519.99998;write;3;516;1024
1025720.00003;write;3;1540;4
1025920.00008;write;3;1544;4
1026120.00012;write;3;1548;1024
1026319.99993;write;3;2572;4
1026970.00003;open;4;0;0;0
1027170.00008;close;4
1027390.0001;write;3;0;12
1027740.00001;write;2;0;1024
1027970.00003;write;2;1024;1024
1028200.00005;write;2;43008;1024
1028440.00006;write;2;44032;1024
1028750.0;write;2;45056;1024
1028950.00005;write;2;46080;1024
1029190.00006;write;2;47104;1024
1029390.0001;write;2;48128;1024
1029670.00008;write;2;49152;1024
1029870.00012;write;2;50176;1024
1030079.99992;write;2;51200;1024
1030289.99996;write;2;52224;1024
1030500.0;write;2;53248;1024
1030710.00004;write;2;54272;1024
1030940.00006;write;2;55296;1024
1031160.00009;write;2;56320;1024
1031400.0001;write;2;57344;1024
1031630.00011;write;2;58368;1024
1031860.00013;write;2;59392;1024
1032059.99994;write;2;60416;1024
1032259.99999;write;2;61440;1024
1032460.00004;write;2;62464;1024
1032660.00009;close;3
1033950.00005;read;2;24;16
1034759.99999;open;3;0;0;0
1035279.99997;write;3;0;512
1035480.00002;write;3;512;4
1035680.00007;write;3;516;1024
1035880.00011;write;3;1540;4
1036130.00011;write;3;1544;4
1036329.99992;write;3;1548;1024
1036529.99997;write;3;2572;4
1037220.00003;open;4;0;0;0
1037450.00005;close;4
1037680.00007;write;3;0;12
1038059.99994;write;2;0;1024
1038259.99999;write;2;1024;1024
1038460.00004;write;2;63488;1024
1038710.00004;write;2;64512;1024
1038910.00009;write;2;65536;1024
1039110.00013;write;2;66560;1024
1039309.99994;write;2;67584;1024
1039509.99999;write;2;68608;1024
1039769.99998;write;2;69632;1024
1039970.00003;write;2;70656;1024
1040220.00003;write;2;71680;1024
1040430.00007;write;2;72704;1024
1040690.00006;write;2;73728;1024
1040920.00008;write;2;74752;1024
1041160.00009;write;2;75776;1024
1041360.00013;write;2;76800;1024
1041569.99993;write;2;77824;1024
1041769.99998;write;2;78848;1024
1041970.00003;write;2;79872;1024
1042170.00008;write;2;80896;1024
1042690.00006;write;2;81920;1024
1042890.0001;write;2;82944;1024
1043089.99991;close;3
1044480.00002;read;2;24;16
1045240.00001;open;3;0;0;0
1045740.00001;write;3;0;512
1045940.00006;write;3;512;4
1046140.0001;write;3;516;1024
1046339.99991;write;3;1540;4
1046539.99996;write;3;1544;4
1046740.00001;write;3;1548;1024
1046950.00005;write;3;2572;4
1047660.00009;open;4;0;0;0
1047880.00011;close;4
1048160.00009;write;3;0;12
1048480.00002;write;2;0;1024
1048680.00007;write;2;1024;1024
1048930.00007;write;2;83968;1024
1049130.00011;write;2;84992;1024
1049339.99991;write;2;86016;1024
1049549.99995;write;2;87040;1024
1049759.99999;write;2;88064;1024
1050009.99999;write;2;89088;1024
