# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_readpage;915;8.60541e-317;1.4822e-323
jffs2_readpage;549;8.6056e-317;1.97626e-323
jffs2_readpage;549;8.61224e-317;2.47033e-323
jffs2_readpage;549;8.61087e-317;2.96439e-323
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;12243.9;6.95289e-310;6.95289e-310
jffs2_readpage;549;8.6188e-317;3.45846e-323
jffs2_readpage;549;8.62143e-317;3.95253e-323
jffs2_readpage;549;8.59471e-317;4.44659e-323
jffs2_readpage;549;8.55883e-317;4.94066e-323
jffs2_readpage;549;8.61256e-317;5.43472e-323
jffs2_readpage;549;8.60778e-317;5.92879e-323
jffs2_readpage;549;8.60702e-317;6.42285e-323
jffs2_readpage;549;8.59301e-317;6.91692e-323
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_readpage;549;8.62166e-317;7.41098e-323
jffs2_readpage;549;8.62288e-317;7.90505e-323
jffs2_readpage;366;8.60849e-317;8.39912e-323
jffs2_readpage;549;8.5924e-317;8.89318e-323
jffs2_readpage;549;8.61171e-317;9.38725e-323
jffs2_readpage;549;8.61767e-317;9.88131e-323
jffs2_readpage;549;8.57726e-317;1.03754e-322
jffs2_readpage;549;8.6229e-317;1.08694e-322
jffs2_readpage;549;8.60819e-317;1.13635e-322
jffs2_readpage;549;8.61856e-317;1.18576e-322
jffs2_readpage;549;8.59459e-317;1.23516e-322
jffs2_readpage;549;8.59186e-317;1.28457e-322
jffs2_readpage;549;8.61724e-317;1.33398e-322
jffs2_readpage;366;8.59199e-317;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;777.5;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;12243.9;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;1372;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;183;6.95289e-310;6.95289e-310
jffs2_garbage_collect_pass;12243.9;6.95289e-310;6.95289e-310
