# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_readpage;915;1.15721e-316;1.4822e-323
jffs2_readpage;549;1.15723e-316;1.97626e-323
jffs2_readpage;549;1.1579e-316;2.47033e-323
jffs2_readpage;549;1.15776e-316;2.96439e-323
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;12243.9;6.95327e-310;6.95327e-310
jffs2_readpage;549;1.15855e-316;3.45846e-323
jffs2_readpage;549;1.15882e-316;3.95253e-323
jffs2_readpage;549;1.15614e-316;4.44659e-323
jffs2_readpage;549;1.15256e-316;4.94066e-323
jffs2_readpage;549;1.15793e-316;5.43472e-323
jffs2_readpage;549;1.15745e-316;5.92879e-323
jffs2_readpage;549;1.15738e-316;6.42285e-323
jffs2_readpage;549;1.15597e-316;6.91692e-323
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_readpage;549;1.15884e-316;7.41098e-323
jffs2_readpage;549;1.15896e-316;7.90505e-323
jffs2_readpage;366;1.15752e-316;8.39912e-323
jffs2_readpage;549;1.15591e-316;8.89318e-323
jffs2_readpage;549;1.15784e-316;9.38725e-323
jffs2_readpage;549;1.15844e-316;9.88131e-323
jffs2_readpage;549;1.1544e-316;1.03754e-322
jffs2_readpage;549;1.15896e-316;1.08694e-322
jffs2_readpage;549;1.15749e-316;1.13635e-322
jffs2_readpage;549;1.15853e-316;1.18576e-322
jffs2_readpage;549;1.15613e-316;1.23516e-322
jffs2_readpage;549;1.15586e-316;1.28457e-322
jffs2_readpage;549;1.1584e-316;1.33398e-322
jffs2_readpage;366;1.15587e-316;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;777.5;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;12243.9;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;183;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
jffs2_garbage_collect_pass;1372;6.95327e-310;6.95327e-310
