# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_garbage_collect_pass;0;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;0;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;0;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;594.5;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1372;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;594.5;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;12243.9;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;183;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1372;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
jffs2_garbage_collect_pass;1189;6.95309e-310;6.95309e-310
