#<time_stamp>;<sys_call>;<arguments;>;<file_name>;<elapsed>
1400725169.35;open;3;0;0;0;/mnt/flash/test.db;0.000153
1400725169.65;read;3;0;100;/mnt/flash/test.db;0.004089
1400725171.66;close;3;/mnt/flash/test.db;0.000061
1400725181.4;open;3;0;0;0;/mnt/flash/test.db;0.000152
1400725182.41;read;3;0;1024;/mnt/flash/test.db;0.003998
1400725183.3;read;3;24;16;/mnt/flash/test.db;0.000091
1400725183.82;read;3;2048;1024;/mnt/flash/test.db;0.000092
1400725184.02;read;3;1024;1024;/mnt/flash/test.db;0.000091
1400725184.22;read;3;166912;1024;/mnt/flash/test.db;0.000854
1400725184.46;read;3;3072;1024;/mnt/flash/test.db;0.000092
1400725184.66;read;3;4096;1024;/mnt/flash/test.db;0.006317
1400725184.87;read;3;5120;1024;/mnt/flash/test.db;0.000091
1400725185.12;read;3;6144;1024;/mnt/flash/test.db;0.000092
1400725185.35;read;3;7168;1024;/mnt/flash/test.db;0.000091
1400725185.69;read;3;8192;1024;/mnt/flash/test.db;0.000091
1400725186.03;read;3;9216;1024;/mnt/flash/test.db;0.000091
1400725186.26;read;3;10240;1024;/mnt/flash/test.db;0.000122
1400725186.5;read;3;11264;1024;/mnt/flash/test.db;0.000092
1400725186.72;read;3;12288;1024;/mnt/flash/test.db;0.000091
1400725186.92;read;3;13312;1024;/mnt/flash/test.db;0.000092
1400725187.12;read;3;14336;1024;/mnt/flash/test.db;0.000091
1400725187.32;read;3;15360;1024;/mnt/flash/test.db;0.000092
1400725187.53;read;3;16384;1024;/mnt/flash/test.db;0.013702
1400725187.85;read;3;17408;1024;/mnt/flash/test.db;0.000091
1400725188.08;read;3;18432;1024;/mnt/flash/test.db;0.000091
1400725188.28;read;3;19456;1024;/mnt/flash/test.db;0.000091
1400725188.48;read;3;20480;1024;/mnt/flash/test.db;0.000091
1400725188.7;read;3;21504;1024;/mnt/flash/test.db;0.000091
1400725188.93;read;3;22528;1024;/mnt/flash/test.db;0.000091
1400725189.82;read;3;24;16;/mnt/flash/test.db;0.000092
1400725190.32;read;3;23552;1024;/mnt/flash/test.db;0.000092
1400725190.54;read;3;24576;1024;/mnt/flash/test.db;0.000092
1400725190.76;read;3;25600;1024;/mnt/flash/test.db;0.000091
1400725191.01;read;3;26624;1024;/mnt/flash/test.db;0.000091
1400725191.22;read;3;27648;1024;/mnt/flash/test.db;0.000092
1400725191.43;read;3;28672;1024;/mnt/flash/test.db;0.000092
1400725191.63;read;3;29696;1024;/mnt/flash/test.db;0.000092
1400725191.83;read;3;30720;1024;/mnt/flash/test.db;0.000092
1400725192.06;read;3;31744;1024;/mnt/flash/test.db;0.000091
1400725192.54;read;3;32768;1024;/mnt/flash/test.db;0.000122
1400725193.11;read;3;33792;1024;/mnt/flash/test.db;0.000091
1400725193.69;read;3;34816;1024;/mnt/flash/test.db;0.000091
1400725193.89;read;3;35840;1024;/mnt/flash/test.db;0.000091
1400725194.09;read;3;36864;1024;/mnt/flash/test.db;0.000091
