#<time_stamp>;<sys_call>;<arguments;>
1400725713.21;open;3;0;0;0;/mnt/flash/test.db
1400725713.51;read;3;0;100;/mnt/flash/test.db
1400725715.39;close;3;/mnt/flash/test.db
1400725725.53;open;3;0;0;0;/mnt/flash/test.db
1400725726.38;read;3;0;1024;/mnt/flash/test.db
1400725727.2;read;3;1048;16;/mnt/flash/test.db
1400725727.84;read;3;3112;1024;/mnt/flash/test.db
1400725728.13;read;3;5160;1024;/mnt/flash/test.db
1400725728.33;read;3;173096;1024;/mnt/flash/test.db
1400725728.53;read;3;177192;1024;/mnt/flash/test.db
1400725728.77;read;3;182312;1024;/mnt/flash/test.db
1400725728.98;read;3;188456;1024;/mnt/flash/test.db
1400725729.23;read;3;195624;1024;/mnt/flash/test.db
1400725729.43;read;3;203816;1024;/mnt/flash/test.db
1400725729.68;read;3;213032;1024;/mnt/flash/test.db
1400725729.88;read;3;223272;1024;/mnt/flash/test.db
1400725730.13;read;3;234536;1024;/mnt/flash/test.db
1400725730.33;read;3;246824;1024;/mnt/flash/test.db
1400725730.53;read;3;260136;1024;/mnt/flash/test.db
1400725730.73;read;3;274472;1024;/mnt/flash/test.db
1400725730.93;read;3;289832;1024;/mnt/flash/test.db
1400725731.13;read;3;306216;1024;/mnt/flash/test.db
1400725731.39;read;3;323624;1024;/mnt/flash/test.db
1400725731.6;read;3;342056;1024;/mnt/flash/test.db
1400725731.84;read;3;361512;1024;/mnt/flash/test.db
1400725732.04;read;3;381992;1024;/mnt/flash/test.db
1400725732.28;read;3;403496;1024;/mnt/flash/test.db
1400725732.48;read;3;426024;1024;/mnt/flash/test.db
1400725732.73;read;3;449576;1024;/mnt/flash/test.db
1400725733.65;read;3;450624;16;/mnt/flash/test.db
1400725734.18;read;3;474192;1024;/mnt/flash/test.db
1400725734.42;read;3;499792;1024;/mnt/flash/test.db
1400725734.65;read;3;526416;1024;/mnt/flash/test.db
1400725734.88;read;3;554064;1024;/mnt/flash/test.db
