927.948946661;R;54967;select
927.949282343;R;54913;select
927.949465443;R;54914;select
927.949709576;R;54915;select
927.949892676;R;54916;select
927.950136808;R;54920;select
927.950319908;R;54921;select
927.950503008;R;54922;select
927.950747141;R;54923;select
927.950899724;R;54924;select
941.844422952;R;54967;select
941.844728125;R;54913;select
941.844941746;R;54914;select
941.845185884;R;54915;select
941.845368988;R;54916;select
941.845613127;R;54920;select
941.845796230;R;54921;select
941.845979334;R;54922;select
941.846223473;R;54923;select
941.846406576;R;54924;select
945.029662919;R;54927;select
945.029907065;R;54928;select
945.030181730;R;54930;select
945.030364839;R;54931;select
945.030608985;R;54932;select
945.030853131;R;54934;select
945.031036241;R;54935;select
945.031280387;R;54938;select
945.031463496;R;54939;select
945.031677124;R;54940;select
945.031860234;R;54941;select
945.032043343;R;54942;select
945.032287489;R;54943;select
945.032470599;R;54944;select
945.032623190;R;54945;select
945.032867336;R;54946;select
965.418426415;R;54951;select
965.418640043;R;54952;select
965.418914706;R;54948;select
965.419097815;R;54949;select
965.419280924;R;54950;select
965.419525070;R;54955;select
965.419708179;R;54956;select
965.419952325;R;54916;select
965.420135434;R;54917;select
965.420349061;R;54918;select
965.420593205;R;54952;select
965.420776312;R;54953;select
965.420959420;R;54954;select
965.421173045;R;54959;select
965.421356153;R;54960;select
965.421539261;R;54961;select
965.421783404;R;54924;select
965.421966512;R;54925;select
965.422119101;R;54926;select
965.422363245;R;54958;select
965.422546353;R;54959;select
965.422790496;R;54962;select
965.422973604;R;54963;select
965.423187229;R;54936;select
965.423370337;R;54937;select
965.423553444;R;54938;select
965.423797588;R;54965;select
965.423980696;R;54966;select
965.424194321;R;54919;select
965.424377429;R;54920;select
965.424621572;R;54947;select
965.424804680;R;54948;select
965.425048823;R;54955;select
965.425262449;R;54962;select
965.425445557;R;54967;select
965.425628664;R;54968;select
1094.093229462;R;54967;select
1094.093565159;R;54913;select
1094.093778785;R;54914;select
1094.094022928;R;54915;select
1094.094206036;R;54916;select
1094.094450179;R;54920;select
1094.094633287;R;54921;select
1094.094816394;R;54922;select
1094.095030020;R;54923;select
1094.095213128;R;54924;select
