#<time_stamp>;<sys_call>;<arguments;>;<file_name>;<elapsed>
1400733021.57;open;3;0;0;0;/mnt/flash/test.db;0.000153
1400733021.92;read;3;0;100;/mnt/flash/test.db;0.000458
1400733022.98;read;3;0;1024;/mnt/flash/test.db;0.000091
1400733023.89;read;3;24;16;/mnt/flash/test.db;0.000092
1400733024.62;read;3;1024;1024;/mnt/flash/test.db;0.000122
1400733024.96;open;4;0;0;0;/mnt/flash/test.db-journal;0.000244
1400733025.89;write;4;0;512;/mnt/flash/test.db-journal;0.000244
1400733026.13;write;4;512;4;/mnt/flash/test.db-journal;0.000183
1400733026.33;write;4;516;1024;/mnt/flash/test.db-journal;0.000213
1400733026.55;write;4;1540;4;/mnt/flash/test.db-journal;0.000183
1400733027.0;write;4;1544;4;/mnt/flash/test.db-journal;0.000214
1400733027.2;write;4;1548;1024;/mnt/flash/test.db-journal;0.000244
1400733027.4;write;4;2572;4;/mnt/flash/test.db-journal;0.000213
1400733027.65;read;4;3072;0;/mnt/flash/test.db-journal;0.000092
1400733027.85;open;6;0;0;0;/mnt/flash;0.000122
1400733028.06;close;6;/mnt/flash;0.000091
1400733028.26;write;4;0;12;/mnt/flash/test.db-journal;0.000183
1400733028.6;write;3;0;1024;/mnt/flash/test.db;0.000275
1400733028.83;write;3;1024;1024;/mnt/flash/test.db;0.000397
1400733029.09;close;4;/mnt/flash/test.db-journal;0.000092
1400733030.34;read;3;24;16;/mnt/flash/test.db;0.000092
1400733031.18;open;4;0;0;0;/mnt/flash/test.db-journal;0.000244
1400733031.69;write;4;0;512;/mnt/flash/test.db-journal;0.000244
1400733031.89;write;4;512;4;/mnt/flash/test.db-journal;0.000183
1400733032.1;write;4;516;1024;/mnt/flash/test.db-journal;0.000396
1400733032.31;write;4;1540;4;/mnt/flash/test.db-journal;0.000214
1400733032.52;write;4;1544;4;/mnt/flash/test.db-journal;0.000183
1400733032.74;write;4;1548;1024;/mnt/flash/test.db-journal;0.000244
1400733032.98;write;4;2572;4;/mnt/flash/test.db-journal;0.000183
1400733033.42;read;4;3072;0;/mnt/flash/test.db-journal;0.000091
1400733033.62;open;6;0;0;0;/mnt/flash;0.000153
1400733033.82;close;6;/mnt/flash;0.000092
1400733034.02;write;4;0;12;/mnt/flash/test.db-journal;0.000213
1400733034.32;write;3;0;1024;/mnt/flash/test.db;0.000274
1400733034.52;write;3;1024;1024;/mnt/flash/test.db;0.000366
1400733034.72;write;3;2048;1024;/mnt/flash/test.db;0.000366
1400733034.92;write;3;3072;1024;/mnt/flash/test.db;0.001038
1400733035.17;close;4;/mnt/flash/test.db-journal;0.000092
1400733036.35;read;3;24;16;/mnt/flash/test.db;0.000091
1400733037.07;open;4;0;0;0;/mnt/flash/test.db-journal;0.000244
1400733037.57;write;4;0;512;/mnt/flash/test.db-journal;0.000244
1400733037.79;write;4;512;4;/mnt/flash/test.db-journal;0.000183
1400733037.99;write;4;516;1024;/mnt/flash/test.db-journal;0.000397
1400733038.19;write;4;1540;4;/mnt/flash/test.db-journal;0.000183
1400733038.45;write;4;1544;4;/mnt/flash/test.db-journal;0.000183
1400733038.68;write;4;1548;1024;/mnt/flash/test.db-journal;0.000274
1400733038.91;write;4;2572;4;/mnt/flash/test.db-journal;0.000183
1400733039.38;read;4;3072;0;/mnt/flash/test.db-journal;0.000091
1400733039.59;open;6;0;0;0;/mnt/flash;0.000122
1400733039.79;close;6;/mnt/flash;0.000091
1400733039.99;write;4;0;12;/mnt/flash/test.db-journal;0.000214
1400733040.29;write;3;0;1024;/mnt/flash/test.db;0.000245
1400733040.54;write;3;1024;1024;/mnt/flash/test.db;0.000367
1400733040.74;write;3;4096;1024;/mnt/flash/test.db;0.000397
1400733040.98;close;4;/mnt/flash/test.db-journal;0.000092
1400733042.29;read;3;24;16;/mnt/flash/test.db;0.000092
1400733043.09;open;4;0;0;0;/mnt/flash/test.db-journal;0.000244
1400733043.63;write;4;0;512;/mnt/flash/test.db-journal;0.000244
1400733043.88;write;4;512;4;/mnt/flash/test.db-journal;0.000183
1400733044.08;write;4;516;1024;/mnt/flash/test.db-journal;0.000397
1400733044.29;write;4;1540;4;/mnt/flash/test.db-journal;0.000183
1400733044.49;write;4;1544;4;/mnt/flash/test.db-journal;0.000183
1400733044.71;write;4;1548;1024;/mnt/flash/test.db-journal;0.000244
1400733044.92;write;4;2572;4;/mnt/flash/test.db-journal;0.000183
1400733045.3;read;4;3072;0;/mnt/flash/test.db-journal;0.000092
