# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_readpage;1155;1.13687e-316;1.4822e-323
jffs2_readpage;789;1.13701e-316;1.97626e-323
jffs2_readpage;789;1.13703e-316;2.47033e-323
jffs2_readpage;789;1.13705e-316;2.96439e-323
jffs2_garbage_collect_pass;1372;6.95281e-310;6.95281e-310
jffs2_garbage_collect_pass;1372;6.95281e-310;6.95281e-310
jffs2_garbage_collect_pass;777.5;6.95281e-310;6.95281e-310
jffs2_readpage;789;1.13947e-316;2.12448e-322
jffs2_readpage;789;1.13699e-316;3.45846e-323
jffs2_readpage;789;1.13723e-316;3.95253e-323
jffs2_readpage;789;1.13725e-316;4.44659e-323
jffs2_readpage;789;1.13728e-316;4.94066e-323
jffs2_readpage;789;1.1373e-316;5.43472e-323
jffs2_readpage;789;1.13714e-316;5.92879e-323
jffs2_readpage;789;1.13716e-316;6.42285e-323
jffs2_readpage;789;1.13756e-316;6.91692e-323
jffs2_garbage_collect_pass;1372;6.95281e-310;6.95281e-310
jffs2_readpage;789;1.1372e-316;7.41098e-323
jffs2_readpage;789;1.13759e-316;7.90505e-323
jffs2_readpage;789;1.13768e-316;8.39912e-323
jffs2_readpage;789;1.1377e-316;8.89318e-323
jffs2_readpage;789;1.13773e-316;9.38725e-323
jffs2_readpage;789;1.13764e-316;9.88131e-323
jffs2_readpage;789;1.1378e-316;1.03754e-322
jffs2_readpage;789;1.13741e-316;1.08694e-322
jffs2_readpage;789;1.13743e-316;1.13635e-322
jffs2_readpage;789;1.13745e-316;1.18576e-322
jffs2_readpage;789;1.13776e-316;1.23516e-322
jffs2_readpage;789;1.13754e-316;1.28457e-322
jffs2_readpage;789;1.13698e-316;1.33398e-322
jffs2_readpage;789;1.1383e-316;1.38338e-322
jffs2_readpage;789;1.13834e-316;1.43279e-322
jffs2_readpage;789;1.13837e-316;1.4822e-322
jffs2_garbage_collect_pass;183;6.95281e-310;6.95281e-310
jffs2_garbage_collect_pass;183;6.95281e-310;6.95281e-310
jffs2_readpage;789;1.13839e-316;1.5316e-322
jffs2_readpage;789;1.13027e-316;1.58101e-322
jffs2_readpage;789;1.1287e-316;1.63042e-322
jffs2_readpage;789;1.12681e-316;1.67982e-322
jffs2_readpage;789;1.12726e-316;1.72923e-322
jffs2_readpage;789;1.13135e-316;1.77864e-322
jffs2_readpage;789;1.13046e-316;1.82804e-322
jffs2_readpage;789;1.13739e-316;1.87745e-322
jffs2_readpage;789;1.13044e-316;1.92686e-322
jffs2_readpage;789;1.1374e-316;1.97626e-322
jffs2_readpage;789;1.13845e-316;2.02567e-322
