# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_readpage;915;9.44524e-317;1.4822e-323
jffs2_readpage;549;9.44544e-317;1.97626e-323
jffs2_readpage;549;9.45207e-317;2.47033e-323
jffs2_readpage;549;9.4507e-317;2.96439e-323
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;12243.9;6.95267e-310;6.95267e-310
jffs2_readpage;549;9.45863e-317;3.45846e-323
jffs2_readpage;549;9.46126e-317;3.95253e-323
jffs2_readpage;549;9.43454e-317;4.44659e-323
jffs2_readpage;549;9.39866e-317;4.94066e-323
jffs2_readpage;549;9.45239e-317;5.43472e-323
jffs2_readpage;549;9.44761e-317;5.92879e-323
jffs2_readpage;549;9.44685e-317;6.42285e-323
jffs2_readpage;549;9.43284e-317;6.91692e-323
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_readpage;549;9.46149e-317;7.41098e-323
jffs2_readpage;549;9.46272e-317;7.90505e-323
jffs2_readpage;366;9.44832e-317;8.39912e-323
jffs2_readpage;549;9.43223e-317;8.89318e-323
jffs2_readpage;549;9.45155e-317;9.38725e-323
jffs2_readpage;549;9.4575e-317;9.88131e-323
jffs2_readpage;549;9.4171e-317;1.03754e-322
jffs2_readpage;549;9.46273e-317;1.08694e-322
jffs2_readpage;549;9.44802e-317;1.13635e-322
jffs2_readpage;549;9.45839e-317;1.18576e-322
jffs2_readpage;549;9.43442e-317;1.23516e-322
jffs2_readpage;549;9.43169e-317;1.28457e-322
jffs2_readpage;549;9.45707e-317;1.33398e-322
jffs2_readpage;366;9.43182e-317;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;777.5;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;12243.9;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;183;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
jffs2_garbage_collect_pass;1372;6.95267e-310;6.95267e-310
