# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_readpage;1155;1.25141e-316;1.4822e-323
jffs2_readpage;789;1.25155e-316;1.97626e-323
jffs2_readpage;789;1.25158e-316;2.47033e-323
jffs2_readpage;789;1.2516e-316;2.96439e-323
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
jffs2_garbage_collect_pass;777.5;6.95264e-310;6.95264e-310
jffs2_readpage;789;1.25401e-316;2.12448e-322
jffs2_readpage;789;1.25153e-316;3.45846e-323
jffs2_readpage;789;1.25177e-316;3.95253e-323
jffs2_readpage;789;1.25179e-316;4.44659e-323
jffs2_readpage;789;1.25182e-316;4.94066e-323
jffs2_readpage;789;1.25184e-316;5.43472e-323
jffs2_readpage;789;1.25168e-316;5.92879e-323
jffs2_readpage;789;1.2517e-316;6.42285e-323
jffs2_readpage;789;1.2521e-316;6.91692e-323
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
jffs2_readpage;789;1.25174e-316;7.41098e-323
jffs2_readpage;789;1.25213e-316;7.90505e-323
jffs2_readpage;789;1.25222e-316;8.39912e-323
jffs2_readpage;789;1.25224e-316;8.89318e-323
jffs2_readpage;789;1.25227e-316;9.38725e-323
jffs2_readpage;789;1.25218e-316;9.88131e-323
jffs2_readpage;789;1.25234e-316;1.03754e-322
jffs2_readpage;789;1.25195e-316;1.08694e-322
jffs2_readpage;789;1.25197e-316;1.13635e-322
jffs2_readpage;789;1.25199e-316;1.18576e-322
jffs2_readpage;789;1.2523e-316;1.23516e-322
jffs2_readpage;789;1.25208e-316;1.28457e-322
jffs2_readpage;789;1.25152e-316;1.33398e-322
jffs2_readpage;789;1.25284e-316;1.38338e-322
jffs2_readpage;789;1.25288e-316;1.43279e-322
jffs2_readpage;789;1.25291e-316;1.4822e-322
jffs2_garbage_collect_pass;183;6.95264e-310;6.95264e-310
jffs2_garbage_collect_pass;183;6.95264e-310;6.95264e-310
jffs2_readpage;789;1.25293e-316;1.5316e-322
jffs2_readpage;789;1.24481e-316;1.58101e-322
jffs2_readpage;789;1.24324e-316;1.63042e-322
jffs2_readpage;789;1.24135e-316;1.67982e-322
jffs2_readpage;789;1.2418e-316;1.72923e-322
jffs2_readpage;789;1.24589e-316;1.77864e-322
jffs2_readpage;789;1.245e-316;1.82804e-322
jffs2_readpage;789;1.25193e-316;1.87745e-322
jffs2_readpage;789;1.24498e-316;1.92686e-322
jffs2_readpage;789;1.25194e-316;1.97626e-322
jffs2_readpage;789;1.25299e-316;2.02567e-322
jffs2_readpage;789;1.26262e-316;2.07508e-322
jffs2_readpage;789;1.25403e-316;2.17389e-322
jffs2_readpage;789;1.25405e-316;2.2233e-322
jffs2_readpage;789;1.25239e-316;2.2727e-322
jffs2_readpage;789;1.25242e-316;2.32211e-322
jffs2_readpage;789;1.25249e-316;2.37152e-322
jffs2_readpage;789;1.25251e-316;2.42092e-322
jffs2_readpage;789;1.25236e-316;2.47033e-322
jffs2_readpage;789;1.25238e-316;2.51973e-322
jffs2_readpage;789;1.25262e-316;2.56914e-322
jffs2_readpage;789;1.25267e-316;2.66795e-322
jffs2_readpage;789;1.25269e-316;2.71736e-322
jffs2_readpage;789;1.25272e-316;2.76677e-322
jffs2_readpage;789;1.25274e-316;2.81617e-322
jffs2_readpage;789;1.26261e-316;2.86558e-322
jffs2_readpage;789;1.2627e-316;2.91499e-322
jffs2_readpage;789;1.26272e-316;2.96439e-322
jffs2_readpage;789;1.26274e-316;3.0138e-322
jffs2_readpage;789;1.26277e-316;3.06321e-322
jffs2_readpage;789;1.2628e-316;3.11261e-322
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
jffs2_garbage_collect_pass;1372;6.95264e-310;6.95264e-310
